fms_city_id,city_state,city,state,country,latitude,longitude
1927,"Loveland, OH",Loveland, OH,,39.268956200000005,-84.2638406
1108,"Franklin, TN",Franklin, TN,,35.925193,-86.8689365
2908,"Saline, MI",Saline, MI,,42.166707200000005,-83.78160749999999
307,"Bloomfield Hills, MI",Bloomfield Hills, MI,,42.583645000000004,-83.24548829999999
82,"Andalusia, AL",Andalusia, AL,,31.308503899999998,-86.4832033
2005,"Manvel, TX",Manvel, TX,,29.4664706,-95.355714
3280,"Toronto, ON",Toronto, ON,,39.7817032,-87.49557469999999
324,"Boling, TX",Boling, TX,,29.2624925,-95.9397985
2640,"Plainfield, IL",Plainfield, IL,,41.6086711,-88.2054345
1429,"Hoffman Estates, IL",Hoffman Estates, IL,,42.042663899999994,-88.079871
2301,"New Albany, IN",New Albany, IN,,38.28562470000001,-85.8241312
2782,"Richburg, SC",Richburg, SC,,34.716394,-81.0189337
3153,"Staten Island, NY",Staten Island, NY,,40.5834557,-74.14960479999999
900,"East Orange, NJ",East Orange, NJ,,40.767323,-74.20486770000001
395,"Brooklyn, NY",Brooklyn, NY,,40.6501038,-73.9495823
3323,"Union City, NJ",Union City, NJ,,40.779545500000005,-74.02375119999999
2081,"Medford, NJ",Medford, NJ,,39.9009472,-74.82349609999999
650,"Coatesville, PA",Coatesville, PA,,39.9831616,-75.8238355
646,"Closter, NJ",Closter, NJ,,40.9731536,-73.9615262
1051,"Flowood, MS",Flowood, MS,,32.309590299999996,-90.1389757
977,"Eufaula, AL",Eufaula, AL,,31.90546,-85.15893958513422
3363,"Vestavia Hills, AL",Vestavia Hills, AL,,33.4487989,-86.78794920000001
1839,"Lexington, TN",Lexington, TN,,35.650903,-88.3933796
2564,"Pearl, MS",Pearl, MS,,32.2745912,-90.13203109999999
1314,"Hamden, CT",Hamden, CT,,41.3959287,-72.89687159999998
3052,"Skiatook, OK",Skiatook, OK,,36.368424499999996,-96.0013847
113,"Argyle, TX",Argyle, TX,,33.110155999999996,-97.17940980147036
2307,"New Braunfels, TX",New Braunfels, TX,,29.7028266,-98.1257348
3204,"Sunrise, FL",Sunrise, FL,,26.148244899999998,-80.32888594100869
2360,"Nicholasville, KY",Nicholasville, KY,,37.8806341,-84.57299609999998
1459,"Hopkinsville, KY",Hopkinsville, KY,,36.865765100000004,-87.4889532
3073,"Somerset, KY",Somerset, KY,,37.0920222,-84.6041084
2518,"Paintsville, KY",Paintsville, KY,,37.814538399999996,-82.8071054
2654,"Plymouth, MI",Plymouth, MI,,42.3712,-83.46750209999999
3288,"Traverse City, MI",Traverse City, MI,,44.7606441,-85.61653009999999
3405,"Walled Lake, MI",Walled Lake, MI,,42.537811,-83.4810481
2255,"Mountain View, CA",Mountain View, CA,,37.3893889,-122.0832101
2822,"Rochester, MI",Rochester, MI,,42.680588,-83.1338214
2510,"Pacific Palisades, CA",Pacific Palisades, CA,,34.0480643,-118.5264706
982,"Eureka, MO",Eureka, MO,,38.5025537,-90.6279044
972,"Essexville, MI",Essexville, MI,,43.6153,-83.84191899999999
2282,"Naples, FL",Naples, FL,,26.142197600000003,-81.7942944
833,"Desoto, TX",Desoto, TX,,32.6061241,-96.865612653687
1616,"Kansas City, MO",Kansas City, MO,,39.100105,-94.5781416
2252,"Mount Vernon, NY",Mount Vernon, NY,,40.9125815,-73.8370786
1062,"Forestville, MD",Forestville, MD,,38.8451131,-76.8749722
946,"Ellicott City, MD",Ellicott City, MD,,39.2673284,-76.7983067
3378,"Vineland, NJ",Vineland, NJ,,39.4862777,-75.02542559999999
2787,"Richmond Hill, GA",Richmond Hill, GA,,31.9382652,-81.3034433
1413,"Hillsborough, NJ",Hillsborough, NJ,,40.498515999999995,-74.6951624748012
42,"Alexandria, VA",Alexandria, VA,,38.8147596,-77.09024765272723
1083,"Fort Stewart, GA",Fort Stewart, GA,,31.869434899999998,-81.6077657
2254,"Mountain Brook, AL",Mountain Brook, AL,,33.481719,-86.74500120798592
3401,"Waldorf, MD",Waldorf, MD,,38.6263882,-76.91065809999999
2993,"Seffner, FL",Seffner, FL,,27.998541000000003,-82.27488400114905
3057,"Slidell, LA",Slidell, LA,,30.2751945,-89.7811745
1273,"Greenwood, AR",Greenwood, AR,,35.2156489,-94.25576629999999
3299,"Trussville, AL",Trussville, AL,,33.710947499999996,-86.53302895495617
810,"Decatur, AL",Decatur, AL,,34.6060203,-86.9838165
2578,"Pembroke Pines, FL",Pembroke Pines, FL,,26.02322025,-80.34123906625616
679,"Columbus, GA",Columbus, GA,,32.4609764,-84.9877094
3302,"Tucker, GA",Tucker, GA,,33.8532701,-84.2200729
354,"Bradenton, FL",Bradenton, FL,,27.4989278,-82.5748194
1795,"Lawrenceville, GA",Lawrenceville, GA,,33.9562149,-83.9879625
725,"Cottondale, AL",Cottondale, AL,,33.1895629,-87.4516703
1421,"Hinsdale, IL",Hinsdale, IL,,37.813681,-107.3304179
2960,"Sarasota, FL",Sarasota, FL,,27.3364347,-82.5306527
2926,"San Juan Capistrano, CA",San Juan Capistrano, CA,,33.5016932,-117.66255090000001
687,"Commerce Township, MI",Commerce Township, MI,,42.56945925,-83.49968284223547
3444,"Waukesha, WI",Waukesha, WI,,43.0116784,-88.2314813
3522,"Westwood, NJ",Westwood, NJ,,40.99120870000001,-74.0326395
997,"Fairfax, VA",Fairfax, VA,,38.8462236,-77.3063733
1816,"Leesburg, VA",Leesburg, VA,,39.115449600000005,-77.5645446
3513,"Westfield, NJ",Westfield, NJ,,40.6589912,-74.34737170000001
3040,"Sicklerville, NJ",Sicklerville, NJ,,39.7173375,-74.9693329
1893,"Long Beach, MS",Long Beach, MS,,30.3504751,-89.15281759999999
595,"Chula Vista, CA",Chula Vista, CA,,32.6400541,-117.0841955
386,"Bronx, NY",Bronx, NY,,40.8466508,-73.87859370000001
2607,"Phenix City, AL",Phenix City, AL,,32.4709761,-85.0007653
2750,"Raynham, MA",Raynham, MA,,41.9487118,-71.07310079999999
2178,"Mohnton, PA",Mohnton, PA,,40.2859255,-75.9843804
3025,"Shelbyville, TN",Shelbyville, TN,,35.483406,-86.4602717
964,"Enterprise, AL",Enterprise, AL,,31.315170799999997,-85.85521609999999
2281,"Naperville, IL",Naperville, IL,,41.772869899999996,-88.14792779999999
2931,"San Marcos, CA",San Marcos, CA,,33.1433723,-117.1661449
1809,"Lebanon, TN",Lebanon, TN,,36.207977899999996,-86.2910945
2070,"Mckeesport, PA",Mckeesport, PA,,40.347847200000004,-79.864215
944,"Ellenwood, GA",Ellenwood, GA,,33.6101096,-84.28797800000001
1734,"Lake Saint Louis, MO",Lake Saint Louis, MO,,38.77710155,-90.80858274936578
3616,"Yazoo City, MS",Yazoo City, MS,,32.8551326,-90.40564690000001
704,"Coppell, TX",Coppell, TX,,32.9552598,-97.0155703
457,"Camas, WA",Camas, WA,,45.5911103,-122.41222479999999
1671,"Kissimmee, FL",Kissimmee, FL,,28.2918995,-81.4075838
3002,"Seneca, SC",Seneca, SC,,34.6865321,-82.95272879999999
3162,"Sterling, VA",Sterling, VA,,39.001619399999996,-77.40320109999999
1404,"Highland Springs, VA",Highland Springs, VA,,37.546012100000006,-77.3278441
3023,"Shelby, OH",Shelby, OH,,40.3491604,-84.1593008
3400,"Wake Forest, NC",Wake Forest, NC,,35.9803138,-78.5103731
2856,"Roswell, GA",Roswell, GA,,34.02332,-84.360022
2328,"New Port Richey, FL",New Port Richey, FL,,28.244176799999998,-82.7192671
402,"Brownsville, TN",Brownsville, TN,,35.5939671,-89.262291
1446,"Homerville, GA",Homerville, GA,,31.0365983,-82.7470849
1142,"Gallatin, TN",Gallatin, TN,,36.3883031,-86.44758979999999
2233,"Moultrie, GA",Moultrie, GA,,31.179997999999998,-83.7887928
1838,"Lexington, SC",Lexington, SC,,33.898684100000004,-81.275054
713,"Cordova, TN",Cordova, TN,,35.1556451,-89.7761955
1990,"Manchester, TN",Manchester, TN,,35.481743200000004,-86.0885993
3107,"Sparta, NJ",Sparta, NJ,,41.040156700000004,-74.63100809999999
1196,"Glendale, CA",Glendale, CA,,34.146941600000005,-118.24784709999999
1369,"Hayward, CA",Hayward, CA,,37.6688205,-122.08079640000001
2506,"Oxnard, CA",Oxnard, CA,,34.1976308,-119.18038179999999
2467,"Ontario, CA",Ontario, CA,,34.065846,-117.6484304
2083,"Medford, OR",Medford, OR,,42.326418100000005,-122.8718605
2929,"San Lorenzo, CA",San Lorenzo, CA,,37.6810422,-122.1244088
109,"Appomattox, VA",Appomattox, VA,,37.3570894,-78.8252911
2387,"North Highlands, CA",North Highlands, CA,,38.671097499999995,-121.3879538180464
2082,"Medford, NY",Medford, NY,,40.82268285,-72.98880837119901
1594,"Jonesborough, TN",Jonesborough, TN,,36.29449279999999,-82.47340890000001
799,"Davie, FL",Davie, FL,,26.075729,-80.28410897530864
369,"Brentwood, CA",Brentwood, CA,,37.9317766,-121.69602659999998
3601,"Woodstock, GA",Woodstock, GA,,34.1014112,-84.51921920000001
1813,"Leesburg, AL",Leesburg, AL,,34.1798177,-85.76135550000001
3572,"Winamac, IN",Winamac, IN,,41.0514299,-86.6030648
1573,"Jena, LA",Jena, LA,,31.6832271,-92.1337448
1063,"Forney, TX",Forney, TX,,32.747893,-96.47192890000001
2791,"Richmond, TX",Richmond, TX,,29.5821811,-95.7607832
3229,"Tallulah, LA",Tallulah, LA,,32.4084765,-91.1867771
1437,"Hollandale, MS",Hollandale, MS,,33.169010899999996,-90.8539887
1275,"Greenwood, MS",Greenwood, MS,,33.5162315,-90.1795281
3215,"Sydney, NS",Sydney, NS,,27.9633563,-82.2073118
705,"Copperas Cove, TX",Copperas Cove, TX,,31.124062,-97.9030785
608,"Clanton, AL",Clanton, AL,,32.8387371,-86.6294262
3342,"Vallejo, CA",Vallejo, CA,,38.1040864,-122.25663670000002
620,"Clayton, NJ",Clayton, NJ,,39.660114799999995,-75.0921197
2563,"Pearl City, HI",Pearl City, HI,,21.400594,-157.9704063939641
772,"Dahlonega, GA",Dahlonega, GA,,34.5328484,-83.9845723
556,"Charleston, WV",Charleston, WV,,38.3505995,-81.6332812
2052,"Maumee, OH",Maumee, OH,,41.5628294,-83.6538244
809,"Dearborn, MI",Dearborn, MI,,42.3222599,-83.1763145
1415,"Hillside, IL",Hillside, IL,,41.8778084,-87.9028398
3188,"Sugar Hill, GA",Sugar Hill, GA,,34.1064895,-84.0335197
3263,"Thompsons Station, TN",Thompsons Station, TN,,35.802011,-86.91139079999999
2244,"Mount Olive, MS",Mount Olive, MS,,31.744326899999997,-89.0522766
25,"Alabaster, AL",Alabaster, AL,,33.244281300000004,-86.8163773
769,"Dacula, GA",Dacula, GA,,33.988716499999995,-83.8979573
2017,"Marianna, FL",Marianna, FL,,30.7743596,-85.2268735
1042,"Florence, KY",Florence, KY,,38.9989499,-84.62661109999999
3634,"Zachary, LA",Zachary, LA,,30.648519099999998,-91.15649609999998
400,"Brownsboro, TX",Brownsboro, TX,,32.3023706,-95.61357149999999
2649,"Plaquemine, LA",Plaquemine, LA,,30.289083299999998,-91.2342744
3622,"York, NE",York, NE,,40.871617,-97.60014009999999
1232,"Grand Bay, AL",Grand Bay, AL,,30.4722155,-88.34653955188679
2283,"Napoleonville, LA",Napoleonville, LA,,29.9404803,-91.02482140000001
1658,"Kinder, LA",Kinder, LA,,30.485478999999998,-92.850703
2736,"Raleigh, MS",Raleigh, MS,,32.033488,-89.52229109999999
2500,"Owensboro, KY",Owensboro, KY,,37.7742152,-87.1133304
1430,"Hogansville, GA",Hogansville, GA,,33.173176899999994,-84.914936
931,"Elizabethtown, KY",Elizabethtown, KY,,37.693952,-85.8591285
525,"Cedar Park, TX",Cedar Park, TX,,30.521711600000003,-97.827833
1801,"Leander, TX",Leander, TX,,30.558604600000002,-97.8444364
613,"Clarksdale, MS",Clarksdale, MS,,34.2006479,-90.5702071
3308,"Tupelo, MS",Tupelo, MS,,34.257606700000004,-88.7033859
412,"Buena Park, CA",Buena Park, CA,,33.870413,-117.9962165
37,"Alcoa, TN",Alcoa, TN,,35.7895271,-83.9737935
3571,"Wimberley, TX",Wimberley, TX,,29.997680699999997,-98.09878959999999
5,"Abingdon, MD",Abingdon, MD,,39.4623305,-76.27912359999999
2664,"Ponce De Leon, FL",Ponce De Leon, FL,,30.7229671,-85.93743570000001
2983,"Scottsboro, AL",Scottsboro, AL,,34.6731323,-86.0338765
392,"Brookhaven, MS",Brookhaven, MS,,31.5790588,-90.4406506
3377,"Ville Platte, LA",Ville Platte, LA,,30.6879749,-92.2715157
3455,"Waynesboro, MS",Waynesboro, MS,,31.6747364,-88.645955
2443,"Ocean Springs, MS",Ocean Springs, MS,,30.4112904,-88.8279165
554,"Charleston, MS",Charleston, MS,,34.00678,-90.0567563
112,"Ardmore, OK",Ardmore, OK,,34.1742611,-97.1436254
2498,"Owasso, OK",Owasso, OK,,36.2661536,-95.8549456
936,"Elk River, MN",Elk River, MN,,45.30385379999999,-93.5671825
886,"Earle, AR",Earle, AR,,35.27508710000001,-90.4667694
2793,"Ridgeland, MS",Ridgeland, MS,,32.4284761,-90.13230870000001
357,"Brandon, MS",Brandon, MS,,32.2731475,-89.9868058
1494,"Hurley, MS",Hurley, MS,,30.663248499999998,-88.49696625273722
2011,"Maplesville, AL",Maplesville, AL,,32.7884608,-86.87165490000001
2874,"Sachse, TX",Sachse, TX,,32.9762327,-96.5952703
2889,"Saint James, LA",Saint James, LA,,30.009668400000002,-90.7989525
2834,"Rockwood, MI",Rockwood, MI,,42.070876500000004,-83.2465957
2291,"Natchez, MS",Natchez, MS,,31.5604442,-91.403171
947,"Ellisville, MS",Ellisville, MS,,31.6047734,-89.19564100000001
2669,"Pontotoc, MS",Pontotoc, MS,,34.2478831,-88.998673
210,"Baxley, GA",Baxley, GA,,31.778251399999995,-82.3484618
1276,"Greenwood, SC",Greenwood, SC,,34.1489805,-82.112882
3195,"Summerville, SC",Summerville, SC,,33.0206179,-80.1747537
2383,"North Charleston, SC",North Charleston, SC,,32.9131295,-80.0629981965219
3451,"Waycross, GA",Waycross, GA,,31.2135511,-82.3540178
3351,"Vance, SC",Vance, SC,,33.4337744,-80.4228665
3182,"Studio City, CA",Studio City, CA,,34.148398900000004,-118.39618770000001
1047,"Florissant, MO",Florissant, MO,,38.79196829999999,-90.32278029999999
313,"Blue Springs, MO",Blue Springs, MO,,39.017315999999994,-94.282265
3131,"Springfield, MO",Springfield, MO,,37.2166779,-93.2920373
1064,"Forsyth, GA",Forsyth, GA,,34.235309,-84.13356440000001
2751,"Raytown, MO",Raytown, MO,,39.016842499999996,-94.4630468
417,"Buhl, AL",Buhl, AL,,33.2570623,-87.7527902
1963,"Madison, AL",Madison, AL,,34.7736807,-86.5675095
277,"Bessemer, AL",Bessemer, AL,,33.3234935,-86.91918320077221
3058,"Slocomb, AL",Slocomb, AL,,31.1082335,-85.594378
437,"Butler, GA",Butler, GA,,32.5570898,-84.2382482
1723,"Lake Butler, FL",Lake Butler, FL,,30.0227391,-82.3395574
2329,"New Roads, LA",New Roads, LA,,30.701574100000006,-91.43622420000001
1899,"Longview, TX",Longview, TX,,32.5007031,-94.74049000000001
1152,"Garland, TX",Garland, TX,,32.912624,-96.6388833
2496,"Overland Park, KS",Overland Park, KS,,38.9742502,-94.6851702
3618,"Yoakum, TX",Yoakum, TX,,33.1536951,-102.833579
3159,"Stephenville, TX",Stephenville, TX,,32.2191836,-98.21306340000001
3543,"Wichita Falls, TX",Wichita Falls, TX,,33.913708500000006,-98.49338730000001
54,"Allentown, PA",Allentown, PA,,40.6022059,-75.47127940000001
275,"Berwick, LA",Berwick, LA,,41.060202399999994,-76.24612590000001
336,"Boston, MA",Boston, MA,,42.3602534,-71.0582912
474,"Canton, MS",Canton, MS,,32.6126381,-90.0367512
2033,"Marshall, TX",Marshall, TX,,32.5447756,-94.36610040000001
206,"Bastrop, LA",Bastrop, LA,,30.090075300000002,-97.3127179
1295,"Gurley, AL",Gurley, AL,,34.701755799999994,-86.37582009999998
1819,"Lehigh Acres, FL",Lehigh Acres, FL,,26.609150899999996,-81.652407
1352,"Harvey, LA",Harvey, LA,,38.0352315,-97.4486267
3523,"Wetumpka, AL",Wetumpka, AL,,32.543744800000006,-86.2119127
84,"Anderson, SC",Anderson, SC,,34.506860100000004,-82.65062640000001
2629,"Pinson, AL",Pinson, AL,,33.706205,-86.67007895992774
2274,"Muskegon, MI",Muskegon, MI,,43.234181299999996,-86.2483921
1036,"Flint, MI",Flint, MI,,43.016169299999994,-83.6900211
2237,"Mount Clemens, MI",Mount Clemens, MI,,42.5972563,-82.87797540000001
2603,"Petoskey, MI",Petoskey, MI,,45.373343,-84.95533
71,"Americus, GA",Americus, GA,,32.0723862,-84.23268759999999
2429,"Oak Park, IL",Oak Park, IL,,41.887814500000005,-87.78876149999999
2048,"Matawan, NJ",Matawan, NJ,,40.41483,-74.2295891
974,"Estill, SC",Estill, SC,,32.754891,-81.2420467
528,"Celebration, FL",Celebration, FL,,28.312333,-81.55408608809233
628,"Clermont, FL",Clermont, FL,,28.5494447,-81.77285429999999
2470,"Opa Locka, FL",Opa Locka, FL,,25.89673385,-80.25949640850294
2550,"Pasadena, TX",Pasadena, TX,,29.6910625,-95.2091006
653,"Coconut Creek, FL",Coconut Creek, FL,,26.2714628,-80.18180791688866
1046,"Florida City, FL",Florida City, FL,,25.4480101,-80.479102
1820,"Leimert Park, CA",Leimert Park, CA,,34.007702,-118.33206270000001
706,"Coral Gables, FL",Coral Gables, FL,,25.72149,-80.2683838
2475,"Orange City, FL",Orange City, FL,,28.9488761,-81.29867409999999
1736,"Lake Tapps, WA",Lake Tapps, WA,,47.2198644,-122.17532672432488
1882,"Logansport, LA",Logansport, LA,,40.7545006,-86.3567356
3116,"Spring Branch, TX",Spring Branch, TX,,29.88507325,-98.4196833729311
1998,"Manor, TX",Manor, TX,,30.340762899999994,-97.55694559999999
3253,"Texarkana, TX",Texarkana, TX,,33.44628645,-94.07638067493534
979,"Euless, TX",Euless, TX,,32.845786499999996,-97.0667142473263
1578,"Jersey City, NJ",Jersey City, NJ,,40.7281575,-74.0776417
1203,"Glens Falls, NY",Glens Falls, NY,,43.309940999999995,-73.644447
899,"East Norwich, NY",East Norwich, NY,,40.8523804,-73.52433329215306
1202,"Glenn Dale, MD",Glenn Dale, MD,,38.9876104,-76.8205265
1223,"Goshen, NY",Goshen, NY,,41.40203820000001,-74.3243191
2623,"Pine Brook, NJ",Pine Brook, NJ,,40.28066679999999,-74.0954182
2827,"Rockford, IL",Rockford, IL,,42.2713945,-89.09396600000001
813,"Decatur, MS",Decatur, MS,,32.4390303,-89.1083912
1309,"Hallettsville, TX",Hallettsville, TX,,29.4438528,-96.9410929
3413,"Walters, OK",Walters, OK,,34.3598075,-98.30782579999999
320,"Boerne, TX",Boerne, TX,,29.794664100000002,-98.7319703
1103,"Franklin Square, NY",Franklin Square, NY,,40.7005365,-73.67626990577244
218,"Bealeton, VA",Bealeton, VA,,38.5717898,-77.7638814
1123,"Frostproof, FL",Frostproof, FL,,27.7458626,-81.5306313
2516,"Pahokee, FL",Pahokee, FL,,26.820060700000003,-80.6653351
2455,"Olathe, KS",Olathe, KS,,38.883885600000006,-94.81886999999999
278,"Bethel Park, PA",Bethel Park, PA,,40.327569700000005,-80.03949770000001
129,"Ashland, NE",Ashland, NE,,41.039171100000004,-96.3683917
2783,"Richfield, OH",Richfield, OH,,41.239777200000006,-81.63817850000001
3132,"Springfield, OH",Springfield, OH,,39.9242266,-83.80881720000001
191,"Barberton, OH",Barberton, OH,,41.012833,-81.60512209999999
3265,"Thornville, OH",Thornville, OH,,39.896454,-82.42015390000002
2376,"Norristown, PA",Norristown, PA,,40.121497,-75.3399048
2617,"Pickerington, OH",Pickerington, OH,,39.8962773,-82.77319049748806
2062,"Mcarthur, OH",Mcarthur, OH,,39.2464596,-82.47848979999999
1510,"Indian Land, SC",Indian Land, SC,,35.0018151,-80.8556287
2493,"Ottawa, OH",Ottawa, OH,,41.5421375,-83.213342
2694,"Powell, OH",Powell, OH,,40.1578403,-83.0751869
2187,"Monroe, OH",Monroe, OH,,39.7157533,-81.1078783
3041,"Sidney, OH",Sidney, OH,,40.2842164,-84.15549870000001
227,"Bedford Heights, OH",Bedford Heights, OH,,41.4143826,-81.50611459999999
3202,"Sunnyvale, CA",Sunnyvale, CA,,37.368830100000004,-122.03634960000001
3531,"Wheeling, WV",Wheeling, WV,,40.063961600000006,-80.72091490000001
2885,"Saint Francis, WI",Saint Francis, WI,,42.9744081,-87.8709308
2492,"Oswego, IL",Oswego, IL,,41.6789932,-88.35502159999999
157,"Aurora, IL",Aurora, IL,,41.7571701,-88.31475390000001
568,"Chelsea, MI",Chelsea, MI,,42.3180163,-84.020224
1239,"Grandville, MI",Grandville, MI,,42.909597999999995,-85.76309559999999
3055,"Skokie, IL",Skokie, IL,,42.0333694,-87.73339720000001
1889,"London, ON",London, ON,,39.625602,-85.9202594
1739,"Lake Villa, IL",Lake Villa, IL,,42.4169651,-88.0739708
2262,"Mundelein, IL",Mundelein, IL,,42.263079,-88.00396529999999
1814,"Leesburg, FL",Leesburg, FL,,28.810823,-81.8778582
2462,"Olympia Fields, IL",Olympia Fields, IL,,41.5164045,-87.70289568910843
2040,"Maryland Heights, MO",Maryland Heights, MO,,38.7150511,-90.435999
242,"Belleville, MI",Belleville, MI,,42.2048414,-83.48521059999999
1004,"Fairmont, WV",Fairmont, WV,,39.4850848,-80.1425781
47,"Aliquippa, PA",Aliquippa, PA,,40.6102386,-80.267726
665,"Collierville, TN",Collierville, TN,,35.042035999999996,-89.66452659999999
2076,"Mcmurray, PA",Mcmurray, PA,,40.2790046,-80.0838612
476,"Canton, OH",Canton, OH,,40.7989522,-81.3784445
3257,"The Woodlands, TX",The Woodlands, TX,,30.173419399999997,-95.50468599999999
3032,"Sherman, TX",Sherman, TX,,36.2452294,-101.8858689
1167,"Georgetown, TX",Georgetown, TX,,30.6665525,-97.6779637977368
1533,"Irving, TX",Irving, TX,,32.829518300000004,-96.9442177
2201,"Montoursville, PA",Montoursville, PA,,41.2552213,-76.9128928
914,"Edmonton, AB",Edmonton, AB,,36.980056299999994,-85.61219059999999
949,"Elmira, NY",Elmira, NY,,42.089796500000006,-76.8077338
1345,"Hartford, CT",Hartford, CT,,41.764582,-72.6908547
1318,"Hamilton, NJ",Hamilton, NJ,,40.207057299999995,-74.08125059999999
247,"Bellport, NY",Bellport, NY,,40.7570429,-72.9392727
2207,"Moore Township, PA",Moore Township, PA,,40.786465299999996,-75.42903954917378
1363,"Havre De Grace, MD",Havre De Grace, MD,,39.5489964,-76.0914718
1428,"Hockessin, DE",Hockessin, DE,,39.7876112,-75.6966001
3475,"West Allis, WI",West Allis, WI,,43.0166806,-88.0070315
580,"Chesterton, IN",Chesterton, IN,,41.6105938,-87.0641992
1910,"Los Altos, CA",Los Altos, CA,,37.379062899999994,-122.116578
695,"Conroe, TX",Conroe, TX,,30.311876899999998,-95.4560512
119,"Arp, TX",Arp, TX,,32.2254831,-95.059035
503,"Carthage, TX",Carthage, TX,,32.1570412,-94.338114
92,"Angleton, TX",Angleton, TX,,29.16941,-95.43188470000001
2427,"Oak Hills, CA",Oak Hills, CA,,34.399722499999996,-117.34060149999999
3612,"Wylie, TX",Wylie, TX,,33.0151201,-96.53887890000001
514,"Castroville, TX",Castroville, TX,,29.356500099999998,-98.8788844
500,"Carson, CA",Carson, CA,,33.832204299999994,-118.2517547
1088,"Fort Washington, MD",Fort Washington, MD,,38.7125305,-77.0124598
2476,"Orange Park, FL",Orange Park, FL,,30.1654707,-81.70163459999999
1986,"Manchester, CT",Manchester, CT,,41.78126995,-72.53062934076324
3167,"Stockbridge, GA",Stockbridge, GA,,33.5442781,-84.2338093
1468,"Howell, MI",Howell, MI,,42.607255200000004,-83.9293952
286,"Big Stone Gap, VA",Big Stone Gap, VA,,36.860479,-82.78393414755436
572,"Chesapeake, VA",Chesapeake, VA,,36.718370799999995,-76.2466798
7,"Abington, PA",Abington, PA,,40.1206656,-75.1179512
3022,"Shelby, NC",Shelby, NC,,35.2919489,-81.5402112
898,"East Mims, FL",East Mims, FL,,28.6591617,-80.8278317
186,"Baldwinsville, NY",Baldwinsville, NY,,43.158679,-76.33270999999999
284,"Beverly, NJ",Beverly, NJ,,40.065388899999995,-74.9190558
1097,"Frackville, PA",Frackville, PA,,40.7839774,-76.2302211
3620,"Yonkers, NY",Yonkers, NY,,40.9312099,-73.8987469
3344,"Valley Stream, NY",Valley Stream, NY,,40.663136200000004,-73.70569549999999
1713,"Lagrange, GA",Lagrange, GA,,33.039291,-85.03132690000001
1955,"Macclenny, FL",Macclenny, FL,,30.282180699999998,-82.1220569
2378,"North Augusta, SC",North Augusta, SC,,33.52085,-81.96696923114902
2395,"North Myrtle Beach, SC",North Myrtle Beach, SC,,33.8278405,-78.6800323
3264,"Thomson, GA",Thomson, GA,,33.4707348,-82.50459559999999
667,"Collinsville, OK",Collinsville, OK,,36.3661205,-95.8398108
1373,"Heath, TX",Heath, TX,,32.8445305,-96.4718456470012
2937,"San Ramon, CA",San Ramon, CA,,37.7799273,-121.9780153
2901,"Saint Rose, LA",Saint Rose, LA,,38.6820405,-89.55343803342507
850,"Donaldsonville, LA",Donaldsonville, LA,,30.101032399999998,-90.99287740000001
2672,"Port Arthur, TX",Port Arthur, TX,,29.898861800000002,-93.9288723
41,"Alexandria, LA",Alexandria, LA,,38.8147596,-77.09024765272723
2144,"Milledgeville, GA",Milledgeville, GA,,33.0801429,-83.2320991
391,"Brookhaven, GA",Brookhaven, GA,,33.85843679999999,-84.340203
155,"Augusta, GA",Augusta, GA,,33.470971399999996,-81.9748429
1086,"Fort Valley, GA",Fort Valley, GA,,32.5537585,-83.8874084
2604,"Pewaukee, WI",Pewaukee, WI,,43.0805651,-88.2612045
1895,"Long Grove, IA",Long Grove, IA,,41.6981153,-90.58334649999999
166,"Avon, CT",Avon, CT,,41.8098209,-72.8306541
251,"Belmont, MA",Belmont, MA,,42.3959296,-71.17866550000001
1308,"Hallandale, FL",Hallandale, FL,,25.9856006,-80.13999671464335
1667,"Kingston, NY",Kingston, NY,,41.9287812,-74.0023702
896,"East Longmeadow, MA",East Longmeadow, MA,,42.0602543,-72.4989821
3489,"West Jordan, UT",West Jordan, UT,,40.6096698,-111.9391031
156,"Aurora, CO",Aurora, CO,,39.729432,-104.8319196
1389,"Hershey, NE",Hershey, NE,,41.1586455,-101.00236729999999
1644,"Kerman, CA",Kerman, CA,,36.723554299999996,-120.05991440000001
2176,"Modesto, CA",Modesto, CA,,37.6390972,-120.99687820000001
2860,"Roxboro, NC",Roxboro, NC,,36.3937519,-78.9827881
619,"Clayton, NC",Clayton, NC,,35.650711,-78.45639140000002
1837,"Lexington, NC",Lexington, NC,,35.8240265,-80.2533838
1343,"Harrison, OH",Harrison, OH,,40.2694328,-81.1289112
1956,"Macedonia, OH",Macedonia, OH,,41.313666999999995,-81.50845
1686,"La Grande, OR",La Grande, OR,,45.3246068,-118.08786950000001
1574,"Jenks, OK",Jenks, OK,,36.0228734,-95.9683278
2729,"Queens, NY",Queens, NY,,40.74982429999999,-73.7976337
1208,"Gloucester, VA",Gloucester, VA,,37.445228799999995,-76.55944790000001
3208,"Surry, VA",Surry, VA,,37.1118778,-76.895924
1784,"Lauderhill, FL",Lauderhill, FL,,26.156730800000002,-80.22506769232564
2001,"Manson, NC",Manson, NC,,36.421812200000005,-78.2830508
1570,"Jefferson, SC",Jefferson, SC,,34.6498886,-80.3895397
3404,"Wallace, NC",Wallace, NC,,34.735724,-77.9952628
2412,"Norton, KS",Norton, KS,,39.794470200000006,-99.9100033
583,"Cheyenne, WY",Cheyenne, WY,,41.139981,-104.820246
